landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,gesture_label
0.0,0.0,0.0,-0.3068600296974182,-0.27083489298820496,-0.2132367640733719,-0.541388750076294,-0.6099192500114441,-0.3295128345489502,-0.7141879796981812,-0.9060308337211609,-0.433725506067276,-0.8694521188735962,-1.1224365234375,-0.535836398601532,-0.00035834190202876925,-0.9512186646461487,-0.15481822192668915,-0.003612613771110773,-1.3251293897628784,-0.2828543782234192,0.00530324038118124,-1.5560532808303833,-0.39625900983810425,0.027138788253068924,-1.756502628326416,-0.4856184422969818,0.2979164123535156,-0.9425598978996277,-0.1510850042104721,0.40899720788002014,-1.336111307144165,-0.2620864510536194,0.49047407507896423,-1.5681242942810059,-0.35537007451057434,0.5626921057701111,-1.753977656364441,-0.4326423704624176,0.5368084907531738,-0.8347917199134827,-0.18209536373615265,0.7619581818580627,-1.1653482913970947,-0.31601208448410034,0.9001539945602417,-1.3692845106124878,-0.424802303314209,1.0110000371932983,-1.5441949367523193,-0.5015028715133667,0.7236653566360474,-0.6622742414474487,-0.23363079130649567,1.0395830869674683,-0.8441926836967468,-0.35301801562309265,1.2372639179229736,-0.9655309915542603,-0.4284842312335968,1.4093594551086426,-1.0862832069396973,-0.4844518005847931,paper
0.0,0.0,0.0,-0.25105059146881104,-0.3002726137638092,-0.24909628927707672,-0.41424131393432617,-0.6595098376274109,-0.3678635060787201,-0.5318301320075989,-0.962422788143158,-0.4704342782497406,-0.6296970844268799,-1.2018394470214844,-0.569566547870636,0.16201432049274445,-0.9441373944282532,-0.13161900639533997,0.2689777910709381,-1.3018449544906616,-0.23636426031589508,0.35996124148368835,-1.519272804260254,-0.3462565243244171,0.4496346116065979,-1.7083483934402466,-0.43991175293922424,0.42598575353622437,-0.8974950909614563,-0.11418700963258743,0.6305533647537231,-1.2687371969223022,-0.1996290236711502,0.7792197465896606,-1.480757474899292,-0.29587671160697937,0.9058398008346558,-1.6473498344421387,-0.3833602964878082,0.6190498471260071,-0.7762743830680847,-0.1393262892961502,0.890120267868042,-1.0928386449813843,-0.2420131117105484,1.0693131685256958,-1.2774767875671387,-0.3585118353366852,1.2190145254135132,-1.4338874816894531,-0.45255762338638306,0.7703371047973633,-0.6020982265472412,-0.1918337643146515,1.0647965669631958,-0.7835716605186462,-0.29182127118110657,1.2608568668365479,-0.901826024055481,-0.3780116140842438,1.4390026330947876,-1.0188292264938354,-0.45182135701179504,paper
0.0,0.0,0.0,-0.23678240180015564,-0.294811874628067,-0.22017937898635864,-0.382537305355072,-0.6478971838951111,-0.33014562726020813,-0.480100154876709,-0.9447053074836731,-0.4276096820831299,-0.577735960483551,-1.1762278079986572,-0.5235743522644043,0.1791987121105194,-0.9329097867012024,-0.12732136249542236,0.2827391028404236,-1.277927041053772,-0.24574685096740723,0.36584141850471497,-1.4895312786102295,-0.36325764656066895,0.4481313228607178,-1.6775904893875122,-0.4605634808540344,0.44485530257225037,-0.8865767121315002,-0.12682828307151794,0.6360431909561157,-1.24441397190094,-0.23242835700511932,0.772234320640564,-1.4589250087738037,-0.34203678369522095,0.8921641707420349,-1.6343737840652466,-0.43553808331489563,0.6360021233558655,-0.7608502507209778,-0.16382861137390137,0.908363401889801,-1.0590640306472778,-0.28643298149108887,1.0882021188735962,-1.2478487491607666,-0.4089065194129944,1.239901065826416,-1.4124115705490112,-0.5030478239059448,0.7742727398872375,-0.583478569984436,-0.22330202162265778,1.066728949546814,-0.7556325793266296,-0.33733850717544556,1.265137791633606,-0.872715413570404,-0.42234623432159424,1.448672890663147,-0.9897664785385132,-0.4916655719280243,paper
0.0,0.0,0.0,-0.2438090294599533,-0.293850839138031,-0.212797150015831,-0.3930225670337677,-0.649560272693634,-0.32103231549263,-0.493234246969223,-0.9493017196655273,-0.419085830450058,-0.5928939580917358,-1.1764172315597534,-0.5148055553436279,0.17331519722938538,-0.9356656074523926,-0.11684134602546692,0.27745121717453003,-1.2794550657272339,-0.23207202553749084,0.3611815571784973,-1.490771770477295,-0.3467111587524414,0.4447348415851593,-1.6760146617889404,-0.441675066947937,0.4404769539833069,-0.8897867798805237,-0.11941317468881607,0.6278207302093506,-1.2443965673446655,-0.21930746734142303,0.7633525729179382,-1.4580187797546387,-0.3216981589794159,0.881381630897522,-1.6308660507202148,-0.4096812307834625,0.6361035704612732,-0.7636837363243103,-0.15942807495594025,0.9077976942062378,-1.0611305236816406,-0.27490976452827454,1.0894595384597778,-1.2477524280548096,-0.38876470923423767,1.241441011428833,-1.407547116279602,-0.47656235098838806,0.7788226008415222,-0.5845828652381897,-0.22230416536331177,1.0743263959884644,-0.7600152492523193,-0.33116614818573,1.2752256393432617,-0.8797618746757507,-0.41113632917404175,1.459553837776184,-0.9962024688720703,-0.47573524713516235,paper
0.0,0.0,0.0,-0.24546858668327332,-0.28909236192703247,-0.2221924066543579,-0.39748167991638184,-0.6532273888587952,-0.33383411169052124,-0.5081714391708374,-0.9565420150756836,-0.4326324462890625,-0.6120813488960266,-1.1818419694900513,-0.5287001729011536,0.1646268218755722,-0.9350326657295227,-0.1380959004163742,0.26731616258621216,-1.2821711301803589,-0.2616232633590698,0.3516622483730316,-1.4946424961090088,-0.3803556263446808,0.43384480476379395,-1.6804299354553223,-0.47782036662101746,0.4316338300704956,-0.8916094303131104,-0.13683843612670898,0.6146358847618103,-1.25003182888031,-0.2474984973669052,0.7518770694732666,-1.4652096033096313,-0.3551512658596039,0.8703101277351379,-1.638924479484558,-0.4461413025856018,0.6283591389656067,-0.7682581543922424,-0.1730668693780899,0.8978075981140137,-1.0678019523620605,-0.29825639724731445,1.0828524827957153,-1.2533100843429565,-0.41682326793670654,1.2379586696624756,-1.4133013486862183,-0.5063989758491516,0.7715133428573608,-0.5913023948669434,-0.23226723074913025,1.0640981197357178,-0.7683572769165039,-0.3472738265991211,1.2640950679779053,-0.8885419368743896,-0.43069514632225037,1.446221113204956,-1.0071321725845337,-0.4976459741592407,paper
0.0,0.0,0.0,-0.24090543389320374,-0.2932402491569519,-0.22457198798656464,-0.3947655260562897,-0.644141674041748,-0.3424603343009949,-0.504050612449646,-0.9460201263427734,-0.4483395516872406,-0.6026586294174194,-1.1789140701293945,-0.5517717003822327,0.16402994096279144,-0.9338889718055725,-0.1408017873764038,0.2635525166988373,-1.2789347171783447,-0.2670389711856842,0.34474197030067444,-1.4933894872665405,-0.38836488127708435,0.4261133074760437,-1.681954264640808,-0.48801472783088684,0.4294467866420746,-0.8922638297080994,-0.13942985236644745,0.608916699886322,-1.2542588710784912,-0.25300222635269165,0.7417542338371277,-1.4679938554763794,-0.36064913868904114,0.8597947359085083,-1.6411458253860474,-0.4516855478286743,0.6254703998565674,-0.7697082161903381,-0.17595763504505157,0.8906859159469604,-1.073196530342102,-0.301874041557312,1.0773857831954956,-1.2567514181137085,-0.4174685776233673,1.2372397184371948,-1.4153019189834595,-0.5050098896026611,0.7716294527053833,-0.5928688645362854,-0.23596997559070587,1.062835693359375,-0.7743667364120483,-0.3502710163593292,1.2606977224349976,-0.897127091884613,-0.43173572421073914,1.440491795539856,-1.0182653665542603,-0.49714377522468567,paper
0.0,0.0,0.0,-0.2485431432723999,-0.29300105571746826,-0.2317659556865692,-0.4035719633102417,-0.6452575325965881,-0.346045583486557,-0.5080718398094177,-0.9423701167106628,-0.4470183551311493,-0.5976712703704834,-1.1762365102767944,-0.545451819896698,0.15007902681827545,-0.9421849250793457,-0.13145846128463745,0.25093990564346313,-1.285292148590088,-0.25640422105789185,0.33163225650787354,-1.4958995580673218,-0.380143404006958,0.4137178063392639,-1.681990385055542,-0.4809665083885193,0.41816774010658264,-0.8995604515075684,-0.12620151042938232,0.5971500873565674,-1.2566403150558472,-0.235651433467865,0.7298615574836731,-1.4721418619155884,-0.3472925126552582,0.8478624224662781,-1.6484938859939575,-0.4418114721775055,0.6169788837432861,-0.7761846780776978,-0.1609998196363449,0.8868528008460999,-1.0719361305236816,-0.2868359088897705,1.0685843229293823,-1.2583041191101074,-0.4098445177078247,1.2211909294128418,-1.4201322793960571,-0.502507746219635,0.7640369534492493,-0.6000613570213318,-0.2198149412870407,1.0533885955810547,-0.7802059054374695,-0.33641117811203003,1.2478276491165161,-0.9031624794006348,-0.4226907789707184,1.428213119506836,-1.02456796169281,-0.49180757999420166,paper
0.0,0.0,0.0,-0.24242636561393738,-0.29112088680267334,-0.21400821208953857,-0.39226439595222473,-0.6461044549942017,-0.3211582899093628,-0.49691635370254517,-0.9436855316162109,-0.41696062684059143,-0.5928287506103516,-1.173543095588684,-0.51113361120224,0.1623382419347763,-0.9365198016166687,-0.12626439332962036,0.26437076926231384,-1.2788658142089844,-0.24823243916034698,0.342591792345047,-1.4897572994232178,-0.36772215366363525,0.41856178641319275,-1.6767675876617432,-0.46509847044944763,0.42846205830574036,-0.8945509195327759,-0.12727512419223785,0.6103759407997131,-1.2517541646957397,-0.23713423311710358,0.741050660610199,-1.4682673215866089,-0.3466914892196655,0.8567138314247131,-1.6460472345352173,-0.4389502704143524,0.6242192983627319,-0.7715567350387573,-0.16502366960048676,0.8971956372261047,-1.069260835647583,-0.28929558396339417,1.0811501741409302,-1.2537788152694702,-0.4069598317146301,1.2367116212844849,-1.4143935441970825,-0.4959343671798706,0.7658683657646179,-0.5964048504829407,-0.22471001744270325,1.0584416389465332,-0.776451587677002,-0.3371098041534424,1.2560813426971436,-0.8978365063667297,-0.41667819023132324,1.4379613399505615,-1.0180855989456177,-0.4807247817516327,paper
0.0,0.0,0.0,-0.24046649038791656,-0.2904953360557556,-0.2171662449836731,-0.3919653594493866,-0.6488173007965088,-0.32756122946739197,-0.5043187737464905,-0.9489754438400269,-0.4261047840118408,-0.6048919558525085,-1.1785000562667847,-0.52223801612854,0.16105638444423676,-0.9370096325874329,-0.1337229162454605,0.26379263401031494,-1.2850446701049805,-0.25392797589302063,0.3441236913204193,-1.497971773147583,-0.3706723749637604,0.42058515548706055,-1.685826301574707,-0.466035932302475,0.4271869361400604,-0.8943374156951904,-0.13293614983558655,0.6088957190513611,-1.2551711797714233,-0.24123547971248627,0.7414769530296326,-1.4729281663894653,-0.3486412763595581,0.8583739995956421,-1.651787519454956,-0.43923094868659973,0.6246442794799805,-0.7721195816993713,-0.16859938204288483,0.8946496248245239,-1.0738753080368042,-0.29011642932891846,1.0776536464691162,-1.2601436376571655,-0.40724119544029236,1.2313979864120483,-1.4216853380203247,-0.49587440490722656,0.7699599266052246,-0.5969513654708862,-0.22649438679218292,1.0602447986602783,-0.7800639867782593,-0.3374745845794678,1.257504940032959,-0.9052416682243347,-0.41807645559310913,1.437713861465454,-1.0276638269424438,-0.48261895775794983,paper
0.0,0.0,0.0,-0.2457798421382904,-0.29533514380455017,-0.22776247560977936,-0.4061606526374817,-0.651177167892456,-0.3421514332294464,-0.5182791948318481,-0.9516932964324951,-0.44434529542922974,-0.6181444525718689,-1.1819686889648438,-0.5432990789413452,0.15429621934890747,-0.9419808983802795,-0.1261347532272339,0.2543944716453552,-1.291806936264038,-0.24600467085838318,0.3379073739051819,-1.5061607360839844,-0.36470362544059753,0.4204420745372772,-1.6937495470046997,-0.4619659185409546,0.4230412244796753,-0.8976370096206665,-0.12362799793481827,0.6041419506072998,-1.259376049041748,-0.23028835654258728,0.7389373183250427,-1.4785239696502686,-0.33809390664100647,0.854390025138855,-1.6568175554275513,-0.42910802364349365,0.6222403645515442,-0.7743210196495056,-0.1608491986989975,0.8936111330986023,-1.0740487575531006,-0.28158703446388245,1.0792672634124756,-1.261598825454712,-0.39895057678222656,1.2345014810562134,-1.4240612983703613,-0.4878224730491638,0.7715663313865662,-0.598866879940033,-0.22226910293102264,1.063046932220459,-0.7825379967689514,-0.332668662071228,1.2609360218048096,-0.9085129499435425,-0.4135951101779938,1.4426400661468506,-1.0323647260665894,-0.47869375348091125,paper
